Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3,Clause-4
0,0,"('Patient X', 'immediate')",triage_category,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '0')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '0')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '0')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '1')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '1')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '1')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '2')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '2')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '2')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '3')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '3')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '3')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '4')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '4')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '4')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '5')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '5')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '5')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '6')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '6')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Patient X', '6')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,1,"('Patient X', '1')",medevac_priority,"[0.0,0.0]","[1.0,1.0]",rule_18,"[('Patient X', 'immediate')]",['immediate'],"[('Patient X', '1')]",['1']
0,1,"('Patient X', '0')",evac_priority,"[0.0,0.0]","[1.0,1.0]",rule_27,"[('Patient X', 'immediate')]",['immediate'],"[('Patient X', '0')]",['0']
0,1,"('Patient X', '0')",resupply_priority,"[0.0,0.0]","[1.0,1.0]",rule_33,"[('Patient X', 'immediate')]",['immediate'],"[('Patient X', '0')]",['0']
