Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3,Clause-4
0,0,"('Aabc', 'immediate')",triage_category,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '0')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '0')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '0')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '1')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '1')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '1')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '2')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '2')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '2')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '3')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '3')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '3')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '4')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '4')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '4')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '5')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '5')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '5')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '6')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '6')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('Aabc', '6')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,1,"('Aabc', '1')",medevac_priority,"[0.0,0.0]","[1.0,1.0]",rule_18,"[('Aabc', 'immediate')]",['immediate'],"[('Aabc', '1')]",['1']
0,1,"('Aabc', '0')",evac_priority,"[0.0,0.0]","[1.0,1.0]",rule_27,"[('Aabc', 'immediate')]",['immediate'],"[('Aabc', '0')]",['0']
0,1,"('Aabc', '0')",resupply_priority,"[0.0,0.0]","[1.0,1.0]",rule_33,"[('Aabc', 'immediate')]",['immediate'],"[('Aabc', '0')]",['0']
