Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3,Clause-4
0,0,"('tina', 'immediate')",triage_category,"[0.0,1.0]","[1.0,1.0]",graph-attribute-fact,,,,
0,0,"('tina', '0')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '0')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '0')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '1')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '1')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '1')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '2')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '2')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '2')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '3')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '3')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '3')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '4')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '4')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '4')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '5')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '5')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '5')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '6')",medevac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '6')",evac_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,0,"('tina', '6')",resupply_priority,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,
0,1,"('tina', '1')",medevac_priority,"[0.0,0.0]","[1.0,1.0]",rule_18,"[('tina', 'immediate')]",['immediate'],"[('tina', '1')]",['1']
0,1,"('tina', '0')",evac_priority,"[0.0,0.0]","[1.0,1.0]",rule_27,"[('tina', 'immediate')]",['immediate'],"[('tina', '0')]",['0']
0,1,"('tina', '0')",resupply_priority,"[0.0,0.0]","[1.0,1.0]",rule_33,"[('tina', 'immediate')]",['immediate'],"[('tina', '0')]",['0']
